0.00E+00							0.00E+00
5.00E+00							-0.00E+00
1.00E+01							-0.00E+00
1.60E+01							-0.00E+00
2.10E+01							-0.00E+00
2.60E+01							-0.00E+00
3.20E+01							-0.00E+00
3.70E+01							-0.00E+00
4.20E+01							-0.00E+00
4.70E+01							-0.00E+00
5.30E+01							-0.00E+00
5.80E+01							-0.00E+00
6.30E+01							-0.00E+00
6.90E+01							-0.00E+00
7.50E+01							-0.00E+00
8.00E+01							-0.00E+00
8.50E+01							-0.00E+00
9.10E+01							-0.00E+00
9.60E+01							-0.00E+00
1.01E+02							-0.00E+00
1.06E+02							-0.00E+00
1.12E+02							-0.00E+00
1.17E+02							-0.00E+00
1.22E+02							-0.00E+00
1.27E+02							-0.00E+00
1.32E+02							-0.00E+00
1.38E+02							-0.00E+00
1.43E+02							-0.00E+00
1.48E+02							-0.00E+00
1.53E+02							-0.00E+00
1.59E+02							-0.00E+00
1.64E+02							-0.00E+00
1.69E+02							-0.00E+00
1.74E+02							-0.00E+00
1.79E+02							-0.00E+00
1.85E+02							-0.00E+00
1.90E+02							-5.80E-06
1.95E+02							-4.80E-06
2.00E+02							-7.00E-06
2.05E+02							-7.20E-06
2.11E+02							-4.50E-06
2.16E+02							-7.60E-06
2.22E+02							-6.83E-06
2.27E+02							-8.20E-06
2.32E+02							-9.20E-06
2.37E+02							-9.60E-06
2.42E+02							-8.00E-06
2.48E+02							-9.33E-06
2.53E+02							-1.22E-05
2.58E+02							-1.18E-05
2.64E+02							-1.00E-05
2.69E+02							-1.24E-05
2.74E+02							-1.20E-05
2.80E+02							-9.67E-06
2.85E+02							-1.20E-05
2.90E+02							-1.24E-05
2.95E+02							-1.28E-05
3.01E+02							-1.02E-05
3.07E+02							-1.10E-05
3.12E+02							-1.36E-05
3.17E+02							-1.38E-05
3.22E+02							-1.40E-05
3.27E+02							-1.42E-05
3.33E+02							-1.25E-05
3.38E+02							-1.54E-05
3.43E+02							-1.64E-05
3.48E+02							-1.62E-05
3.54E+02							-1.37E-05
3.59E+02							-1.72E-05
3.64E+02							-1.64E-05
3.70E+02							-1.63E-05
3.75E+02							-1.74E-05
3.80E+02							-1.30E-05
3.86E+02							-1.05E-05
3.91E+02							-1.54E-05
3.96E+02							-1.44E-05
4.02E+02							-1.15E-05
4.07E+02							-1.40E-05
4.12E+02							-1.34E-05
4.18E+02							-1.12E-05
4.23E+02							-1.38E-05
4.28E+02							-1.36E-05
4.34E+02							-1.13E-05
4.39E+02							-1.78E-05
4.45E+02							-1.17E-05
4.50E+02							-1.42E-05
4.55E+02							-1.60E-05
4.61E+02							-1.35E-05
4.67E+02							-1.25E-05
4.72E+02							-1.98E-05
4.77E+02							-1.24E-05
4.83E+02							-1.38E-05
4.88E+02							-2.06E-05
4.93E+02							-1.74E-05
4.99E+02							-1.32E-05
5.04E+02							-1.68E-05
5.09E+02							-1.72E-05
5.15E+02							-1.07E-05
5.20E+02							-2.12E-05
5.25E+02							-1.56E-05
5.30E+02							-1.68E-05
5.36E+02							-1.32E-05
5.42E+02							-1.53E-05
5.47E+02							-1.68E-05
5.53E+02							-1.32E-05
5.59E+02							-1.28E-05
5.64E+02							-1.54E-05
5.69E+02							-1.70E-05
5.75E+02							-1.28E-05
5.80E+02							-1.54E-05
5.85E+02							-1.56E-05
5.90E+02							-1.92E-05
5.96E+02							-1.23E-05
6.02E+02							-1.55E-05
6.07E+02							-1.96E-05
6.13E+02							-1.82E-05
6.18E+02							-1.88E-05
6.24E+02							-1.65E-05
6.29E+02							-1.60E-05
6.34E+02							-1.84E-05
6.40E+02							-1.45E-05
6.45E+02							-1.62E-05
6.50E+02							-1.64E-05
6.56E+02							-1.37E-05
6.61E+02							-1.60E-05
6.67E+02							-1.33E-05
6.72E+02							-1.52E-05
6.77E+02							-1.76E-05
6.83E+02							-1.52E-05
6.88E+02							-1.64E-05
6.93E+02							-1.64E-05
6.98E+02							-1.64E-05
7.03E+02							-1.68E-05
7.09E+02							-1.32E-05
7.14E+02							-2.02E-05
7.20E+02							-1.33E-05
7.25E+02							-1.64E-05
7.30E+02							-1.62E-05
7.35E+02							-1.68E-05
7.41E+02							-1.37E-05
7.46E+02							-1.48E-05
7.51E+02							-1.20E-05
7.56E+02							-1.48E-05
7.62E+02							-1.58E-05
7.67E+02							-1.44E-05
7.73E+02							-9.17E-06
7.78E+02							-1.86E-05
7.83E+02							-1.54E-05
7.89E+02							-1.20E-05
7.94E+02							-1.42E-05
7.99E+02							-1.28E-05
8.05E+02							-1.62E-05
8.10E+02							-1.50E-05
8.15E+02							-1.78E-05
8.21E+02							-1.42E-05
8.26E+02							-1.58E-05
8.32E+02							-1.90E-05
8.37E+02							-2.10E-05
8.42E+02							-2.12E-05
8.48E+02							-1.38E-05
8.53E+02							-2.06E-05
8.59E+02							-1.92E-05
8.65E+02							-1.52E-05
8.71E+02							-1.48E-05
8.76E+02							-1.70E-05
