106 -1.33e-06
111 -1.02433333333333e-05
116 -1.39e-05
122 -1.52333333333333e-05
127 -1.39666666666667e-05
132 -1.27e-05
138 -1.17e-05
143 -1.17e-05
148 -1.32666666666667e-05
153 -1.26e-05
159 -1.3e-05
164 -1.34666666666667e-05
169 -1.46666666666667e-05
174 -1.36666666666667e-05
180 -1.46e-05
185 -1.31333333333333e-05
191 -1.43333333333333e-05
196 -1.48666666666667e-05
201 -1.64e-05
206 -1.65333333333333e-05
211 -1.44333333333333e-05
217 -1.47666666666667e-05
222 -1.43666666666667e-05
227 -1.39666666666667e-05
233 -1.34333333333333e-05
238 -1.26333333333333e-05
243 -1.40333333333333e-05
249 -1.45e-05
254 -1.45666666666667e-05
259 -1.48e-05
264 -1.5e-05
269 -1.58666666666667e-05
275 -1.57333333333333e-05
280 -1.44e-05
285 -1.48e-05
290 -1.37333333333333e-05
296 -1.5e-05
301 -1.46666666666667e-05
306 -1.58666666666667e-05
311 -1.59333333333333e-05
316 -1.52333333333333e-05
322 -1.49666666666667e-05
327 -1.63e-05
332 -1.73333333333333e-05
337 -1.65333333333333e-05
343 -1.51333333333333e-05
348 -1.50666666666667e-05
353 -1.59333333333333e-05
358 -1.54333333333333e-05
364 -1.41e-05
369 -1.40333333333333e-05
374 -1.47e-05
380 -1.60333333333333e-05
385 -1.51666666666667e-05
391 -1.49333333333333e-05
396 -1.40333333333333e-05
402 -1.38333333333333e-05
407 -1.38666666666667e-05
413 -1.44333333333333e-05
418 -1.56333333333333e-05
423 -1.56e-05
428 -1.48e-05
434 -1.39e-05
440 -1.38333333333333e-05
445 -1.48333333333333e-05
450 -1.62666666666667e-05
455 -1.55333333333333e-05
461 -1.53333333333333e-05
466 -1.37333333333333e-05
471 -1.4e-05
477 -1.33666666666667e-05
483 -1.30333333333333e-05
488 -1.36333333333333e-05
493 -1.46333333333333e-05
499 -1.57666666666667e-05
504 -1.59e-05
509 -1.70666666666667e-05
514 -1.65e-05
520 -1.64333333333333e-05
525 -1.55666666666667e-05
530 -1.54e-05
536 -1.55333333333333e-05
541 -1.51333333333333e-05
546 -1.6e-05
551 -1.48e-05
557 -1.5e-05
562 -1.46333333333333e-05
568 -1.59e-05
573 -1.47e-05
579 -1.52666666666667e-05
584 -1.42333333333333e-05
590 -1.54333333333333e-05
595 -1.46333333333333e-05
601 -1.62e-05
606 -1.62e-05
611 -1.62e-05
617 -1.52666666666667e-05
622 -1.48e-05
628 -1.56666666666667e-05
633 -1.6e-05
638 -1.55e-05
644 -1.55e-05
649 -1.46e-05
655 -1.57666666666667e-05
660 -1.52e-05
666 -1.52e-05
672 -1.46e-05
677 -1.57e-05
682 -1.58e-05
688 -1.6e-05
693 -1.52666666666667e-05
698 -1.6e-05
703 -1.59333333333333e-05
708 -1.48333333333333e-05
714 -1.59666666666667e-05
719 -1.61e-05
724 -1.6e-05
730 -1.6e-05
735 -1.50333333333333e-05
741 -1.62333333333333e-05
746 -1.48333333333333e-05
751 -1.46666666666667e-05
757 -1.46666666666667e-05
762 -1.40333333333333e-05
768 -1.54333333333333e-05
773 -1.47333333333333e-05
779 -1.61666666666667e-05
784 -1.55666666666667e-05
790 -1.62666666666667e-05
795 -1.5e-05
801 -1.54e-05
806 -1.54e-05
811 -1.62666666666667e-05
816 -1.55666666666667e-05
822 -1.63666666666667e-05
827 -1.65e-05
832 -1.62333333333333e-05
838 -1.47e-05
843 -1.57666666666667e-05
848 -1.56666666666667e-05
854 -1.62666666666667e-05
859 -1.42e-05
865 -1.53333333333333e-05
870 -1.57333333333333e-05
875 -1.69e-05
881 -1.65666666666667e-05
886 -1.73e-05
891 -1.73666666666667e-05
897 -1.73666666666667e-05
902 -1.65666666666667e-05
907 -1.51666666666667e-05
913 -1.55e-05
918 -1.45333333333333e-05
924 -1.58333333333333e-05
929 -1.50333333333333e-05
935 -1.56666666666667e-05
940 -1.45333333333333e-05
946 -1.54e-05
951 -1.56e-05
956 -1.60666666666667e-05
961 -1.50666666666667e-05
967 -1.51333333333333e-05
972 -1.54666666666667e-05
977 -1.54666666666667e-05
983 -1.50666666666667e-05
988 -1.64e-05
993 -1.7e-05
