0.00000000E+00								-0.00000000E+00
5.00000000E+00								-0.00000000E+00
1.00000000E+01								-0.00000000E+00
1.50000000E+01								-0.00000000E+00
2.10000000E+01								-0.00000000E+00
2.60000000E+01								-0.00000000E+00
3.10000000E+01								-0.00000000E+00
3.60000000E+01								-0.00000000E+00
4.10000000E+01								-0.00000000E+00
4.70000000E+01								-0.00000000E+00
5.20000000E+01								-0.00000000E+00
5.70000000E+01								-0.00000000E+00
6.20000000E+01								-0.00000000E+00
6.70000000E+01								-9.23076923E-08
7.30000000E+01								-2.89743590E-06
7.80000000E+01								-1.22153846E-05
8.30000000E+01								-1.37846154E-05
8.80000000E+01								-1.47692308E-05
9.30000000E+01								-1.48615385E-05
9.90000000E+01								-1.27692308E-05
1.04000000E+02								-1.53846154E-05
1.09000000E+02								-1.58153846E-05
1.14000000E+02								-1.52000000E-05
1.19000000E+02								-1.62461538E-05
1.25000000E+02								-1.29487179E-05
1.30000000E+02								-1.62153846E-05
1.35000000E+02								-1.56000000E-05
1.40000000E+02								-1.62461538E-05
1.45000000E+02								-1.68000000E-05
1.51000000E+02								-1.34358974E-05
1.56000000E+02								-1.52307692E-05
1.61000000E+02								-1.70769231E-05
1.66000000E+02								-1.65538462E-05
1.71000000E+02								-1.59076923E-05
1.77000000E+02								-1.35128205E-05
1.82000000E+02								-1.66769231E-05
1.87000000E+02								-1.66461538E-05
1.92000000E+02								-1.71692308E-05
1.97000000E+02								-1.70769231E-05
2.03000000E+02								-1.46923077E-05
2.08000000E+02								-1.72923077E-05
2.13000000E+02								-1.72923077E-05
2.18000000E+02								-1.80000000E-05
2.23000000E+02								-1.72615385E-05
2.29000000E+02								-1.46666667E-05
2.34000000E+02								-1.81538462E-05
2.39000000E+02								-1.77538462E-05
2.44000000E+02								-1.72923077E-05
2.49000000E+02								-1.76000000E-05
2.55000000E+02								-1.46923077E-05
2.60000000E+02								-1.77538462E-05
2.65000000E+02								-1.81230769E-05
2.70000000E+02								-1.76923077E-05
2.75000000E+02								-1.71692308E-05
2.81000000E+02								-1.45384615E-05
2.86000000E+02								-1.71692308E-05
2.91000000E+02								-1.70769231E-05
2.96000000E+02								-1.79384615E-05
3.01000000E+02								-1.78153846E-05
3.07000000E+02								-1.51282051E-05
3.12000000E+02								-1.77538462E-05
3.17000000E+02								-1.73846154E-05
3.23000000E+02								-1.48205128E-05
3.28000000E+02								-1.81538462E-05
3.33000000E+02								-1.68615385E-05
3.38000000E+02								-1.71384615E-05
3.43000000E+02								-1.88307692E-05
3.49000000E+02								-1.46923077E-05
3.54000000E+02								-1.78769231E-05
3.59000000E+02								-1.84615385E-05
3.64000000E+02								-1.80307692E-05
3.70000000E+02								-1.47435897E-05
3.75000000E+02								-1.85846154E-05
3.80000000E+02								-1.86769231E-05
3.85000000E+02								-1.97846154E-05
3.90000000E+02								-2.00615385E-05
3.96000000E+02								-1.72307692E-05
4.01000000E+02								-2.11076923E-05
4.06000000E+02								-2.08000000E-05
4.11000000E+02								-2.09230769E-05
4.16000000E+02								-2.14769231E-05
4.22000000E+02								-1.73333333E-05
4.27000000E+02								-1.99692308E-05
4.32000000E+02								-1.97846154E-05
4.37000000E+02								-1.85846154E-05
4.42000000E+02								-1.88000000E-05
4.48000000E+02								-1.54102564E-05
4.53000000E+02								-1.84615385E-05
4.58000000E+02								-1.84615385E-05
4.63000000E+02								-1.84615385E-05
4.69000000E+02								-1.53846154E-05
4.74000000E+02								-1.80923077E-05
4.79000000E+02								-1.78461538E-05
4.84000000E+02								-1.87384615E-05
4.89000000E+02								-1.87076923E-05
4.95000000E+02								-1.63846154E-05
5.00000000E+02								-1.93230769E-05
5.05000000E+02								-1.92615385E-05
5.10000000E+02								-1.94153846E-05
5.15000000E+02								-1.89230769E-05
5.21000000E+02								-1.58717949E-05
5.26000000E+02								-1.84307692E-05
5.31000000E+02								-1.82153846E-05
5.36000000E+02								-1.88000000E-05
5.41000000E+02								-1.88923077E-05
5.47000000E+02								-1.55897436E-05
5.52000000E+02								-1.84923077E-05
5.57000000E+02								-2.04615385E-05
5.62000000E+02								-1.87692308E-05
5.67000000E+02								-2.00615385E-05
5.73000000E+02								-1.64358974E-05
5.78000000E+02								-1.81846154E-05
5.83000000E+02								-1.94461538E-05
5.89000000E+02								-1.60256410E-05
5.94000000E+02								-1.84000000E-05
5.99000000E+02								-1.87384615E-05
6.04000000E+02								-1.84307692E-05
6.09000000E+02								-1.81230769E-05
6.15000000E+02								-1.56153846E-05
6.20000000E+02								-1.85538462E-05
6.25000000E+02								-1.82153846E-05
6.30000000E+02								-1.84307692E-05
6.35000000E+02								-1.84000000E-05
6.41000000E+02								-1.52820513E-05
6.46000000E+02								-1.84923077E-05
6.51000000E+02								-1.83692308E-05
6.56000000E+02								-1.93846154E-05
6.61000000E+02								-1.86769231E-05
6.67000000E+02								-1.50769231E-05
6.72000000E+02								-1.84307692E-05
6.77000000E+02								-1.85846154E-05
6.82000000E+02								-1.83384615E-05
6.87000000E+02								-1.92000000E-05
6.93000000E+02								-1.54615385E-05
6.98000000E+02								-1.84923077E-05
7.03000000E+02								-1.91076923E-05
7.08000000E+02								-1.81538462E-05
7.13000000E+02								-1.88615385E-05
7.19000000E+02								-1.51538462E-05
7.24000000E+02								-1.78461538E-05
7.29000000E+02								-1.84307692E-05
7.34000000E+02								-1.89230769E-05
7.40000000E+02								-1.68717949E-05
7.45000000E+02								-1.94461538E-05
7.50000000E+02								-1.94461538E-05
7.56000000E+02								-1.69487179E-05
7.61000000E+02								-2.01538462E-05
7.66000000E+02								-1.99692308E-05
7.71000000E+02								-2.05846154E-05
7.76000000E+02								-2.01538462E-05
7.82000000E+02								-1.72820513E-05
7.87000000E+02								-1.93230769E-05
7.92000000E+02								-1.89230769E-05
7.97000000E+02								-1.92923077E-05
8.02000000E+02								-1.91692308E-05
8.08000000E+02								-1.60000000E-05
8.13000000E+02								-1.96000000E-05
8.18000000E+02								-1.93230769E-05
8.23000000E+02								-1.91076923E-05
8.28000000E+02								-1.85230769E-05
8.34000000E+02								-1.61282051E-05
8.39000000E+02								-1.87076923E-05
8.44000000E+02								-1.90461538E-05
8.49000000E+02								-1.92615385E-05
8.54000000E+02								-1.92000000E-05
8.60000000E+02								-1.61282051E-05
8.65000000E+02								-2.06769231E-05
8.70000000E+02								-1.92307692E-05
8.75000000E+02								-2.14461538E-05
8.80000000E+02								-2.12615385E-05
8.86000000E+02								-1.82564103E-05
8.91000000E+02								-2.06769231E-05
8.96000000E+02								-2.26769231E-05
9.01000000E+02								-2.12000000E-05
9.06000000E+02								-2.16615385E-05
9.12000000E+02								-1.77692308E-05
9.17000000E+02								-2.07384615E-05
9.22000000E+02								-2.08307692E-05
9.27000000E+02								-2.08000000E-05
9.32000000E+02								-2.00307692E-05
9.38000000E+02								-1.69230769E-05
9.43000000E+02								-2.03076923E-05
9.48000000E+02								-2.03076923E-05
9.53000000E+02								-1.94769231E-05
9.58000000E+02								-1.91384615E-05
9.64000000E+02								-1.74615385E-05
9.69000000E+02								-2.07692308E-05
9.74000000E+02								-1.99692308E-05
9.79000000E+02								-2.07384615E-05
9.84000000E+02								-1.93538462E-05
9.90000000E+02								-1.52564103E-05
9.95000000E+02								-1.97846154E-05
1.00000000E+03								-1.90461538E-05
1.00500000E+03								-1.56666667E-05
1.01000000E+03								-1.54615385E-05
1.01600000E+03								-1.61538462E-05
1.02100000E+03								-1.89846154E-05
1.02600000E+03								-1.89538462E-05
1.03100000E+03								-1.85538462E-05
1.03600000E+03								-1.89230769E-05
1.04200000E+03								-1.50000000E-05
1.04700000E+03								-1.81846154E-05
1.05200000E+03								-1.82153846E-05
1.05700000E+03								-1.82153846E-05
1.06200000E+03								-1.80923077E-05
1.06800000E+03								-1.56923077E-05
1.07300000E+03								-1.85230769E-05
1.07800000E+03								-1.84307692E-05
1.08300000E+03								-1.91076923E-05
1.08800000E+03								-1.88307692E-05
1.09400000E+03								-1.55641026E-05
1.09900000E+03								-1.88923077E-05
1.10400000E+03								-1.89230769E-05
1.10900000E+03								-1.84307692E-05
1.11400000E+03								-1.94769231E-05
1.12000000E+03								-1.55897436E-05
1.12500000E+03								-1.93230769E-05
1.13000000E+03								-1.87384615E-05
1.13500000E+03								-1.91692308E-05
1.14100000E+03								-1.54358974E-05
1.14600000E+03								-2.03076923E-05
1.15100000E+03								-1.97538462E-05
1.15600000E+03								-1.93230769E-05
1.16100000E+03								-1.92307692E-05
1.16600000E+03								-1.93538462E-05
1.17200000E+03								-1.54871795E-05
1.17700000E+03								-1.80923077E-05
1.18200000E+03								-1.77538462E-05
1.18700000E+03								-1.88307692E-05
1.19200000E+03								-1.77538462E-05
1.19800000E+03								-1.48461538E-05
1.20300000E+03								-1.80307692E-05
1.20800000E+03								-1.75692308E-05
1.21300000E+03								-1.82461538E-05
1.21800000E+03								-1.73846154E-05
1.22400000E+03								-1.48205128E-05
1.22900000E+03								-1.72923077E-05
1.23400000E+03								-1.78153846E-05
1.23900000E+03								-1.80307692E-05
1.24500000E+03								-1.38205128E-05
1.25000000E+03								-1.82153846E-05
1.25500000E+03								-1.68307692E-05
1.26000000E+03								-1.70769231E-05
1.26500000E+03								-1.75384615E-05
1.27100000E+03								-1.47179487E-05
1.27600000E+03								-1.74461538E-05
1.28100000E+03								-1.73230769E-05
1.28600000E+03								-1.72307692E-05
1.29100000E+03								-1.64000000E-05
1.29700000E+03								-1.43076923E-05
1.30200000E+03								-1.80000000E-05
1.30700000E+03								-1.81538462E-05
1.31200000E+03								-1.84000000E-05
1.31700000E+03								-1.85846154E-05
1.32300000E+03								-1.56923077E-05
1.32800000E+03								-1.82769231E-05
1.33300000E+03								-1.82461538E-05
