0.000						0.000
6.000						0
11.000						0
16.000						0
22.000						0
27.000						0
32.000						0
37.000						0
43.000						0
48.000						0
53.000						0
59.000						0
64.000						0
69.000						0
75.000						0
80.000						0
85.000						0
91.000						0
96.000						0
101.000						0
106.000						0
111.000						0
117.000						0
122.000						0
128.000						0
133.000						0
138.000						0
143.000						0
149.000						0
154.000						0
159.000						0
164.000						0
169.000						0
175.000						0
181.000						0
187.000						0
192.000						0
197.000						0
202.000						0
207.000						0
213.000						0
218.000						0
223.000						0
228.000						0
236.000						0
241.000						0
247.000						0
252.000						0
258.000						0
263.000						0
269.000						0
274.000						0
279.000						0
285.000						0
290.000						0
295.000						0
300.000						0
306.000						0
311.000						0
316.000						0
322.000						0
327.000						0
332.000						0
337.000						0
342.000						0
348.000						0
353.000						0
358.000						0
363.000						0
368.000						0
374.000						0
379.000						0
384.000						0
390.000						0
395.000						0
400.000						0
406.000						0
411.000						0
416.000						0
421.000						0
427.000						0
432.000						0
437.000						0
442.000						0
448.000						0
453.000						0
458.000						0
463.000						0
469.000						0
474.000						0
479.000						0
485.000						0
490.000						0
495.000						0
501.000						0
506.000						0
511.000						0
516.000						0
522.000						0
527.000						0
532.000						0
537.000						0
543.000						0
548.000						0
553.000						0
559.000						0
564.000						0
569.000						0
574.000						0
579.000						0
585.000						0
590.000						0
595.000						0
600.000						0
605.000						0
611.000						0
616.000						0
621.000						0
627.000						0
632.000						0
637.000						0
642.000						0
647.000						0
652.000						0
658.000						0
663.000						0
668.000						0
673.000						0
679.000						0
684.000						0
690.000						0
695.000						-6.66666666666989E-07
700.000						-3.33333333333068E-07
705.000						-1.66666666667174E-07
710.000						-3.33333333333068E-07
716.000						-2.77777777777438E-07
721.000						-3.33333333333494E-07
726.000						-4.99999999999602E-07
732.000						-2.7777777777803E-07
737.000						-5.00000000000242E-07
742.000						-4.99999999999602E-07
747.000						-1.66666666666534E-07
753.000						-5.55555555556061E-07
758.000						-1.66666666666747E-07
763.000						-4.99999999999602E-07
769.000						-4.16666666666602E-07
775.000						-5.55555555556061E-07
781.000						-4.16666666666157E-07
786.000						-5.00000000000242E-07
792.000						-5.55555555556061E-07
797.000						-3.33333333333068E-07
802.000						-4.99999999999602E-07
808.000						-4.16666666666602E-07
813.000						-5.00000000000881E-07
818.000						-3.33333333333068E-07
824.000						-5.55555555555469E-07
829.000						-3.33333333333068E-07
834.000						-5.00000000000881E-07
839.000						-4.99999999999602E-07
845.000						-2.77777777777734E-07
851.000						-5.55555555556061E-07
856.000						-6.66666666666136E-07
861.000						-3.33333333333494E-07
867.000						-4.16666666666157E-07
872.000						-3.33333333333921E-07
877.000						-6.66666666666136E-07
882.000						-5.00000000000242E-07
888.000						-2.77777777777734E-07
893.000						-6.66666666666136E-07
898.000						-3.33333333333068E-07
904.000						-4.16666666666602E-07
909.000						-5.00000000000242E-07
914.000						-3.33333333333494E-07
919.000						-3.33333333333068E-07
924.000						-6.66666666666136E-07
930.000						-4.16666666667046E-07
935.000						-6.66666666666136E-07
940.000						-6.66666666666136E-07
945.000						-3.33333333333494E-07
950.000						-3.33333333333494E-07
955.000						-4.99999999999602E-07
961.000						-5.55555555556061E-07
966.000						-3.33333333333494E-07
971.000						-6.66666666665284E-07
976.000						-5.00000000001521E-07
982.000						-1.38888888888719E-07
987.000						-6.66666666666136E-07
992.000						-5.00000000000881E-07
997.000						-1.66666666666321E-07
1003.000						-6.94444444445076E-07
1008.000						-5.00000000000242E-07
1013.000						-3.33333333333068E-07
1018.000						-4.99999999999602E-07
1023.000						-5.55555555555556E-07
1029.000						-4.16666666666667E-07
1034.000						-3.33333333333494E-07
1039.000						-9.99999999999204E-07
1044.000						-3.33333333333068E-07
1050.000						-4.16666666667046E-07
1055.000						-8.3333333333267E-07
1060.000						-3.33333333333494E-07
1065.000						-8.33333333333736E-07
1070.000						-3.33333333333068E-07
1075.000						-3.33333333333068E-07
1081.000						-4.16666666667046E-07
1086.000						-8.3333333333267E-07
1091.000						-6.66666666666989E-07
1097.000						-4.16666666666602E-07
1102.000						-4.99999999999602E-07
1107.000						-8.33333333333736E-07
1113.000						-2.77777777777734E-07
1118.000						-6.66666666667842E-07
1123.000						-4.99999999998963E-07
1128.000						-5.00000000000881E-07
1134.000						-6.94444444444336E-07
1139.000						-4.99999999999602E-07
1144.000						-5.00000000000242E-07
1149.000						-1.66666666666321E-07
1155.000						-5.55555555556061E-07
1160.000						-8.33333333334802E-07
1165.000						-5.00000000000242E-07
1170.000						-6.66666666666136E-07
1176.000						-6.94444444442856E-07
1181.000						-5.00000000000881E-07
1186.000						-4.99999999999602E-07
1191.000						-6.66666666667842E-07
1197.000						-6.94444444444336E-07
1202.000						-4.99999999999602E-07
1208.000						-5.55555555555469E-07
1213.000						-4.99999999999602E-07
1218.000						-6.66666666667842E-07
1223.000						-1.00000000000048E-06
1228.000						-6.66666666666136E-07
1234.000						-5.55555555555469E-07
1239.000						-8.33333333333736E-07
1244.000						-4.99999999999602E-07
1250.000						-8.33333333334091E-07
1255.000						-6.66666666665284E-07
1260.000						-6.66666666667842E-07
1266.000						-5.55555555555469E-07
1271.000						-8.3333333333267E-07
1276.000						-8.33333333333736E-07
1281.000						-3.33333333333068E-07
1287.000						-6.94444444445076E-07
1292.000						-6.66666666666989E-07
1298.000						-8.33333333333203E-07
1304.000						-6.94444444444336E-07
1309.000						-9.99999999999204E-07
1314.000						-8.33333333333736E-07
1319.000						-4.99999999999602E-07
1325.000						-8.33333333334091E-07
1330.000						-5.00000000000242E-07
1335.000						-6.66666666666136E-07
1340.000						-8.33333333333736E-07
1345.000						-8.3333333333267E-07
1351.000						-6.94444444445076E-07
1356.000						-6.66666666666136E-07
1361.000						-8.33333333333736E-07
1367.000						-6.94444444444336E-07
1372.000						-6.66666666666136E-07
1377.000						-8.3333333333267E-07
1382.000						-6.66666666667842E-07
1388.000						-9.72222222221034E-07
1393.000						-8.33333333334802E-07
1398.000						-1.66666666666534E-07
1403.000						-1.33333333333398E-06
1409.000						-6.94444444443596E-07
1414.000						-8.33333333333736E-07
1419.000						-5.00000000000242E-07
1425.000						-6.94444444444336E-07
1430.000						-8.33333333333736E-07
1435.000						-1.6666666666696E-07
1440.000						-8.3333333333267E-07
1445.000						-1.33333333333227E-06
1451.000						-5.55555555554284E-07
1456.000						-8.33333333334802E-07
1461.000						-1.33333333333398E-06
1467.000						-6.94444444445076E-07
1472.000						-8.3333333333267E-07
1477.000						-6.66666666666136E-07
1483.000						-6.94444444444336E-07
1488.000						-6.66666666667842E-07
1493.000						-6.66666666666136E-07
1498.000						-6.66666666666989E-07
1504.000						-5.55555555554877E-07
1509.000						-6.66666666667842E-07
1515.000						-6.94444444443596E-07
1520.000						-6.66666666666989E-07
1525.000						-8.3333333333267E-07
1530.000						-8.33333333333736E-07
1535.000						-8.3333333333267E-07
1541.000						-4.16666666667046E-07
1546.000						-8.3333333333267E-07
1551.000						-8.33333333333736E-07
1556.000						-8.33333333333736E-07
1562.000						-4.16666666666602E-07
1567.000						-8.33333333333736E-07
1572.000						-6.66666666666136E-07
1578.000						-5.55555555556061E-07
1583.000						-9.99999999997925E-07
1588.000						-6.66666666667842E-07
1594.000						-6.94444444444336E-07
1599.000						-8.3333333333267E-07
1604.000						-4.99999999999602E-07
1609.000						-8.3333333333267E-07
1615.000						-6.94444444445076E-07
1620.000						-6.66666666666989E-07
1626.000						-8.33333333334091E-07
1631.000						-8.3333333333267E-07
1637.000						-6.94444444444336E-07
1642.000						-8.33333333333736E-07
1647.000						-1.16666666666574E-06
1653.000						-5.55555555556061E-07
1658.000						-8.3333333333267E-07
1663.000						-8.33333333333736E-07
1668.000						-8.33333333333736E-07
1674.000						-6.94444444443596E-07
1680.000						-8.33333333334091E-07
1685.000						-8.3333333333267E-07
1691.000						-9.72222222223107E-07
1696.000						-8.33333333333736E-07
1701.000						-8.33333333331604E-07
1707.000						-8.33333333334091E-07
1712.000						-9.99999999999204E-07
1717.000						-1.16666666666723E-06
1723.000						-8.33333333333203E-07
1728.000						-8.33333333333736E-07
1733.000						-6.66666666666989E-07
1738.000						-1.49999999999881E-06
1744.000						-5.55555555555469E-07
1749.000						-8.33333333333736E-07
1754.000						-8.33333333333736E-07
1759.000						-1.33333333333398E-06
1765.000						-6.94444444443596E-07
1770.000						-8.33333333333736E-07
1775.000						-6.66666666666136E-07
1781.000						-8.33333333334091E-07
1786.000						-8.33333333333736E-07
1792.000						-6.94444444444336E-07
1797.000						-8.33333333333736E-07
1802.000						-1.16666666666574E-06
1807.000						-5.00000000000242E-07
1813.000						-9.72222222223107E-07
1818.000						-1.16666666666574E-06
1824.000						-5.55555555554284E-07
1829.000						-1.00000000000048E-06
1834.000						-1.16666666666872E-06
1840.000						-4.16666666667046E-07
1845.000						-9.99999999999204E-07
1850.000						-1.16666666666574E-06
1856.000						-5.55555555555469E-07
1861.000						-9.99999999999204E-07
1866.000						-8.33333333334802E-07
1871.000						-1.33333333333227E-06
1876.000						-5.00000000000242E-07
1882.000						-1.11111111110975E-06
1887.000						-8.33333333334802E-07
1892.000						-1.16666666666425E-06
1897.000						1.6666666666696E-07
1903.000						-1.66666666666641E-06
1908.000						-8.3333333333267E-07
1913.000						-6.66666666667842E-07
1919.000						-4.16666666666157E-07
1924.000						-1.16666666666723E-06
1929.000						-1.16666666666723E-06
1934.000						-1.33333333333227E-06
1940.000						-5.55555555556061E-07
1945.000						-1.49999999999689E-06
1950.000						-6.66666666667842E-07
1955.000						-1.00000000000048E-06
1961.000						-1.11111111111094E-06
1966.000						-6.66666666666136E-07
1971.000						-9.99999999999204E-07
1977.000						-9.7222222222207E-07
1982.000						-8.3333333333267E-07
1987.000						-1.00000000000048E-06
1992.000						-1.00000000000176E-06
